question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,1,easy
Which of the following reactions would produce the compound below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q3.PNG,moderate,"The reactions listed in the answer choices are examples of aldol condensations. In the presence of a base, the $\alpha$ -hydrogen is abstracted from an aldehyde, forming an enolate ion, $\left[\mathrm{CH}_{3} \mathrm{CHCHO}\right]^{-}$. This enolate ion then attacks the carbonyl group of the other aldehyde molecule, $\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CH} \mathrm{O}$, forming the pictured aldol.",http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/e3.PNG,79,$\mathrm{CH}_{3} \mathrm{CHO}+\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CH}_{2} \mathrm{CHO} \rightarrow$,$\mathrm{CH}_{3} \mathrm{COCH}_{3}+\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CH}_{2} \mathrm{CH} \mathrm{O} \rightarrow$,$\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{COCH}_{3}+\mathrm{CH}_{3} \mathrm{CHO} \rightarrow$,$\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CHO}+\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{CHO} \rightarrow$,,,,,4,,,
"Why does the equilibrium between keto and enol tautomers lie far to the keto side?
I. The keto form is more thermodynamically stable.
II. The enol form is lower energy.
III. The enol form is more thermodynamically stable.
",,difficult,"The keto–enol equilibrium lies far to the keto side because the keto form is significantly more thermodynamically stable than the enol form. This thermodynamic stability stems from the fact that the oxygen is more electronegative than the carbon, and the keto tautomer puts more electron density around the oxygen than the enol tautomer. If the enol tautomer is less thermodynamically stable, it is also higher energy than the keto tautomer.",,79,I only,III only,I and II only,II and III only,,,,,1,,,
"The aldol condensation is an example of which reaction type(s)?
I. Dehydration
II. Cleavage
III. Nucleophilic addition
",,difficult,"The aldol condensation is both a dehydration reaction because a molecule of water is lost, and a nucleophilic addition reaction because the nucleophilic enolate attacks and binds to the carbonyl carbon.",,79,I only,I and III only,II and III only,"I, II, and III",,,,,2,,,
Which of the hydrogens in the following molecule is the most acidic?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q6.PNG,easy,"This hydrogen is on the carbon between two carbonyls, which means that it is particularly acidic. This is due to both the inductive effects of the two oxygen atoms in the carbonyls and the resonance stabilization of the anion between the carbonyl groups.",,79,A,B,C,D,,,,,2,,,
"When reacted with ammonia (NH) $_{3}$ at $200^{\circ} \mathrm{C}$, which enolate of a carbonyl-containing compound would predominate?",,moderate,"At high temperatures and with a weak base like $\mathrm{NH}_{3}$, the thermodynamic enolate will be favored. The
reaction proceeds slowly with the weak base, giving the kinetic enolate time to interconvert to the more
stable thermodynamic enolate.",,79,Kinetic enolate,Thermodynamic enolate,Neither enolate; they would be present in roughly equal proportions,Neither enolate; these reaction conditions would not form either enolate,,,,,2,,,
Which of the following compounds would be most reactive toward a nucleophile?,,easy,"Aldehydes are generally more reactive than ketones because the additional alkyl group of a ketone is sterically hindering; this alkyl group is also electron-donating, destabilizing the carbanion intermediate. This eliminates choices (B) and (D). The carbonyl carbon is highly electrophilic; alkanes lack any significant electrophilicity, eliminating choice (C).",,79,Pentanal,3-pentanone,Pentane,2-nonanone,,,,,1,,,
"$\alpha$ -hydrogens of a ketone are acidic due to:

I. resonance stabilization.
II. the electron-withdrawing properties of the alkyl groups.
III. the electronegative carbonyl oxygen.
",,difficult,"  When $\alpha$ -carbons are deprotonated, the negative charge is resonance stabilized in part by
the electronegative carbonyl oxygen, which is electron-withdrawing. Alkyl groups are electron-donating,
which destabilizes carbanion intermediates; this invalidates statement II.",,79,I only,I and III only,II and III only,"I, II, and III",,,,,2,,,
Which of the following is considered a tautomer of the imine functional group?,,moderate,"All the answer choices are nitrogen-containing functional groups, but only enamines are tautomers of imines. Imines contain a double bond between a carbon and a nitrogen; enamines contain a double bond between two carbons as well as an amine.",,79,Cyanohydrin,Hydrazone,Enamine,Semicarbazone,,,,,3,,,
" When succinaldehyde is treated with lithium diisopropylamide (LDA), it:

I. becomes more nucleophilic.
II. becomes less nucleophilic.
III. generates a carbanion.",,moderate,"When succinaldehyde (or any aldehyde or ketone with $\alpha$-hydrogens) is treated with a strong base like lithium diisopropylamide (LDA), it forms the more nucleophilic enolate carbanion.",,79,I only,II only,I and III only,II and III only,,,,,3,,,
Which of the following best describes the final product of an aldol condensation?,,moderate,"Aldol condensations contain two main steps. In the first step, the $\alpha$-carbon of an aldehyde or ketone is deprotonated, generating the enolate carbanion. This carbanion can then attack another aldehyde or ketone, generating the aldol. In the second step, the aldol is dehydrated, forming a double bond. This double bond is between the $\alpha$- and $\beta$-carbons, so the molecule is an $\alpha$,$\beta$-unsaturated carbonyl.",,79,"1,3-dicarbonyl","1,2-dicarbonyl","$\alpha$, $\beta$-unsaturated carbonyl","$\beta$, $\gamma$-unsaturated carbonyl",,,,,3,,,
"When benzaldehyde is reacted with acetone, which will act as the nucleophile?",,moderate,"Because benzaldehyde lacks an  $\alpha$-proton, it cannot be reacted with base to form the nucleophilic enolate carbanion. Therefore, acetone will act as our nucleophile, and both choices (A) and (B) can be eliminated. In order to perform this reaction, which is an aldol condensation, acetone will be reacted with a strong base—not a strong acid—in order to extract the α-hydrogen and form the enolate anion, which will act as a nucleophile.",,79,"Benzaldehyde, after addition of strong acid","Benzaldehyde, after reaction with strong base","Acetone, after addition of strong acid","Acetone, after reaction with strong base",,,,,4,,,
3-hydroxybutanal can be formed by the reaction of:,,moderate,"This is an example of an aldol condensation but stopped after aldol formation (before dehydration). After the aldol is formed using strong base, the reaction may be halted by the addition of acid. Butanal in strong acid, described in choice (C), would be likely to deprotonate without gaining the hydroxyl group. Methanal in diethyl ether would not be reactive because diethyl ether is not a strong enough base to abstract the $\alpha$-hydrogen, eliminating choice (A). Reaction of the two aldehydes methanal and ethanal in catalytic base would form a 3-hydroxypropanal (which would dehydrate to form propenal), not 3-hydroxybutanal.",,79,methanol in diethyl ether.,"ethanal in base, then in acid.",butanal in strong acid.,methanal and ethanal in catalytic base.,,,,,2,,,
"The catalytic production of dihydroxyacetone and glyceraldehyde 3-phosphate (2-hydroxy-3-oxopropyl dihydrogen phosphate) from fructose-1,6-bisphosphate ({[(2S,3S,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]oxolan-2-yl]methoxy}phosphonic acid) is what type of reaction?",,difficult,"The nomenclature in this question is well above what one needs to be able to draw on the EACT; however, we can discern that we are forming a ketone and an aldehyde from a single molecule. The hallmark of a reverse aldol reaction is the breakage of a carbon–carbon bond, forming two aldehydes, two ketones, or one of each. In an aldol condensation, choice (A), we would expect to form a single product by combining two aldehydes, two ketones, or one of each. A dehydration reaction, choice (C), should release a water molecule, rather than breaking apart a large organic molecule into two smaller molecules. A nucleophilic attack, choice (D), should feature the formation of a bond between a nucleophile and an electrophile; again, we would not expect to break apart a large organic molecule into two smaller molecules. Note that simply noting how many reactants and products are present in the reaction is enough to determine the answer.",,79,Aldol condensation,Retro-aldol reaction,Dehydration,Nucleophilic attack,,,,,2,,,
Which of the following will have the highest boiling point?,,easy,"The boiling points of organic compounds increases as the length of carbon chain increases. Since option D has the highest amount of carbons, it will have the highest boiling point.",,79,Methanal,Ethanal,Propanal,Hexanone,,,,,4,,,
Which of the following reaction is not shown by ketones?,,easy,"Fehling's solution can be used to distinguish aldehyde vs ketone functional groups. The compound to be tested is added to the Fehling's solution and the mixture is heated. Aldehydes are oxidized, giving a positive result, but ketones do not react, unless they are α-hydroxy ketones. The rest of the shows positive test on ketones",,79,Reaction with HCN,Reaction with $NaHSO_3$,Reaction with 2 4 dinitrophenyl hydrazine,Reaction with Fehling solution,,,,,4,,,
Formalin is _______ \% solution of formaldehyde in water:,,easy,fact,,79,$10\%$,$20\%$,$40\%$,$60\%$,,,,,3,,,
Which of the following reactions may be associated with aldehyde and ketone?,,easy,Aldehydes and ketones undergoes all the above-mentioned reactions.,,79,Nucleophilic addition,Polymerization,Oxidation,All the above,,,,,4,,,
Which of the following is not a use of formaldehyde?,,easy,"Most acetic acid is made by methanol carbonylation, where methanol and carbon monoxide react to produce acetic acid. The compound is miscible with ethanol, ethyl ether, acetone, and benzene, and is soluble in carbon tetrachloride and carbon disulfide. The rest of the options can be obtained by using formaldehyde",,79,In silver mirror,In making medicine,In making throat lozenges,In making acetic acid,,,,,4,,,
All the following are true with respect to carbonyls EXCEPT:,,moderate,"The reactivity of the carbonyl can be attributed to the difference in electronegativity between the carbon and oxygen atoms. The more electronegative oxygen atom attracts the bonding electrons and is therefore electron-withdrawing. Thus, the carbonyl carbon is electrophilic, and the carbonyl oxygen is nucleophilic. One resonance structure of the carbonyl pushes the $\pi$ electrons onto the oxygen, resulting in a positively charged carbonyl carbon.",,79,the carbonyl carbon is electrophilic.,the carbonyl oxygen is electron-withdrawing.,a resonance structure of functional group places a positive charge on the carbonyl carbon.,the $\pi$ electrons are mobile and are pulled toward the carbonyl carbon.,,,,,4,,,
"Order the following compounds by increasing boiling point: butane, butanol, butanone:",,easy,"Assuming the length of the carbon chain remains the same, the alkane consistently has the lowest boiling point. The boiling point of the ketone is elevated by the dipole in the carbonyl. The boiling point of the alcohol is elevated further by hydrogen bonding.",,79,Butanol < butane < butanone,Butane < butanone < butanol,Butanone < butane < butanol,Butane < butanol < butanone,,,,,2,,,
What is the product of the reaction below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q23.PNG,moderate,"The reaction between a ketone and one equivalent of alcohol produces a hemiketal. This has an –OR group, an –OH group, and two alkyl groups attached at the same carbon. Choice (A) is a ketal, with two –OR groups and two –R groups. Choice (B) is a hemiacetal, with an –OH group, an –OR group, one R group, and a hydrogen atom. Choice (D) is a ketone. Note that a hemiketal is a very unstable compound and will react rapidly with a second equivalent of alcohol to form a ketal in acidic conditions.",,79,A,B,C,D,,,,,3,,,
What is the product of the reaction below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q24.PNG,moderate,Aldehydes and ketones react with ammonia and nitrogen-based derivatives to form imines—compounds with a double bond between carbon and nitrogen.,,79,A,B,C,D,,,,,1,,,
What is the product of the reaction below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q25.PNG,easy,"Aldehydes are easily oxidized to the corresponding carboxylic acids by $\mathrm{KMnO}_{4}$. In choice (A), the aldehyde has been reduced to an alcohol. In choice (C), the molecule has not reacted. In choice (D), the
aldehyde has been oxidized, but a $-\mathrm{CH}_{2}-$ group has been removed.",,79,$\mathrm{C}_{3} \mathrm{H}_{7} \mathrm{OH}$,$\mathrm{C}_{2} \mathrm{H}_{5} \mathrm{COOH}$,$\mathrm{C}_{3} \mathrm{H}_{6} \mathrm{CH} \mathrm{O}$,$\mathrm{CH}_{3} \mathrm{COOH}$,,,,,2,,,
What is the product of the reaction below?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/q26.PNG,easy,"LiAIH $_{4}$ reduces aldehydes to primary alcohols and ketones to secondary alcohols. In this reaction, a
ketone is converted to a secondary alcohol.",,79,A,B,C,D,,,,,2,,,
What is the product of the reaction between benzaldehyde and an excess of ethanol $\left(\mathrm{CH}_{3} \mathrm{CH}_{2} \mathrm{OH}\right)$ in the presence of anhydrous HCl?,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c23_Aldehydes/27.PNG,moderate,"Because an excess of ethanol is present, the product of the reaction between this aldehyde and ethanol
will be an acetal. The benzaldehyde will first be converted to a hemiacetal, shown in choice (C), but will
then proceed to completion as an acetal. Choices $(\mathrm{A})$ and $(\mathrm{B})$ are incorrect because they show the
presence of two benzene rings in the final product.",,79,A,B,C,D,,,,,4,,,
"Hemiacetals and hemiketals usually keep reacting to form acetals and ketals. Why is it difficult to isolate hemiacetals and hemiketals?
I. These molecules are unstable.
II. The hydroxyl group is rapidly protonated and lost as water under acidic conditions, leaving behind a reactive carbocation.
III. The molecules are extremely basic and react rapidly with one another.
",,moderate," Hemiacetals and hemiketals are usually short-lived because the –OH group will rapidly become protonated in acidic conditions and is lost as water, leaving behind a carbocation that is very susceptible to attack by an alcohol. Once the alcohol has been added, the acetal or ketal becomes more stable because the newly added group is less likely to become protonated and leave as compared to –OH",,79,I only,I and II only,II and III only,"I, II, and III",,,,,2,,,
