question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,,,,,,
Which of the following is incorrect about transistor,,difficult,"We know that
$\mathrm{I}_{\mathrm{E}}=\mathrm{I}_{\mathrm{B}}+\mathrm{I}_{\mathrm{c}}$
$\mathrm{I}_{\mathrm{E}}$ is the emitter current $\mathrm{I}_{\mathrm{B}}$ is the base current and $\mathrm{I}_{\mathrm{c}}$ is the collector current
Also $_{\beta}=\mathrm{I}_{c} / \mathrm{I}_{\mathrm{B}}$
$\mathrm{I}_{\mathrm{E}}=\mathrm{I}_{\mathrm{c}} / \mathrm{s}+\mathrm{I}_{\mathrm{C}}$
$\left.\mathrm{I}_{\mathrm{E}}=\mathrm{I}_{\mathrm{c}}\left(_{\beta}+1\right) / \beta\right)$
$\mathrm{I}_{\mathrm{E}}=\mathrm{I}_{\mathrm{B}}+\mathrm{I}_{\mathrm{c}}$
$\mathrm{I}_{\mathrm{c}}=\mathrm{I}_{\mathrm{E}}-\mathrm{I}_{\mathrm{B}}$
$\left.\mathrm{I}_{\mathrm{C}}=_{\beta} \mathrm{I}_{\mathrm{B}}\left(_{\beta}+1\right) / \beta\right)-\mathrm{I}_{\mathrm{B}}$
And, it is not possible to drive the equation in option b.",,43,$\beta=\left(I_{E} / I_{B}\right)-1$,$I_{c}=\left(\frac{\beta^{+1}}{\beta}\right) I_{\beta}$,$\mathrm{I}_{\mathrm{c}}=\left(\frac{\beta}{\mathrm{\beta}+1}\right) \mathrm{I}_{\mathrm{E}}$,Both A and C,,,,,2,,,,,,,
The collector current in pnp transistor is 10mA and base current is 40uA. The current gain of transistor is?,,moderate,"We know the formula of gain as
\[
\begin{array}{l}
\text { Current gain }=\mathrm{I}_{\mathrm{C}} / \mathrm{I}_{\mathrm{B}} \\
=10 \mathrm{mA} / 40 \mathrm{uA} \\
=\left(10 \times 10^{-3}\right) /\left(40 \times 10^{-6}\right) \\
=250
\end{array}
\]",,43,500,250,200,750,,,,,2,,,,,,,
Which region of transistor contains maximum impurity?,,easy,Emitter contains maximum impurity in transistor.,,43,Both B and C,Collector,Base,Emitter,,,,,4,,,,,,,
In a reverse biased condition of diode the width of the depletion region and potential barrier respectively,,moderate,In the reverse biased condition the depletion region started to increase with the increase of electrons and protons. With the increase in the depletion region the potential difference also increases.,,43,"Increase, Increase","decrease, decrease","Increase, decrease"," decrease, increase",,,,,1,,,,,,,
"When there is no current is flowing through the transistor and act as OFF then
$V_{B E}$______",,easy,"Condition for transistor as OFF
\[
V_{B E}=V_{c c}
\]
Refer transistor as a switch for complete details",,43,$=\mathrm{V}_{\mathrm{CC}}$,>\mathrm{V}_{\mathrm{cc}},$<\mathrm{V}_{\mathrm{cc}}$,0,,,,,1,,,,,,,
The slope of graph of characteristic curve of diode give us,,moderate,"Slope = change in y/ change in x
Slope = Voltage/ current
Slope = 1/resistance
And reciprocal of resistance is conductance.
",,43,Resistance,Conductance,Reciprocal of resistance,Both B and C,,,,,4,,,,,,,
" When a photovoltaic cell connected with some resistor, exposed to sunlight the P type junction act as______ and n type junction act as _____",,moderate,P type junction provides holes and n type junction provides electrons when exposed to sunlight,,43,"positive, negative","negative, negative","negative, positive","positive, positive",,,,,1,,,,,,,
The output of full wave rectification is,,easy,the output we achieve from full wave rectification is pulsing DC and in order to convert it in pure DC we use filters.,,43,Pure DC,Pulsing DC,AC,None of these,,,,,2,,,,,,,
If the frequency of voltage source is 50 Hz then the voltage after rectification is,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q20.PNG,moderate, The circuit is shown diagram refer to half wave rectification in which the output frequency is equal to input frequency,,43,100Hz,25Hz,200Hz,50hZ,,,,,4,,,,,,,
 Referring to the previous question if the frequency of voltage source is 50 Hz then the frequency in full wave rectification will be,,difficult,"We have the formula that relates input and output frequency in full wave rectification
\[
\begin{array}{l}
\mathrm{f}_{\mathrm{out}=} 2 \mathrm{f}_{\mathrm{In}} \\
\mathrm{f}_{\mathrm{out}}=2 \times 50=100 \mathrm{Hz}
\end{array}
\]",,43,150Hz,25Hz,200Hz,100Hz,,,,,4,,,,,,,
"The number of input terminals of an ordinary op amp are
",,easy,Information,,43,2,5,3,4,,,,,2,,,,,,,
The magnitude of open loop gain of an amplifier is of the order,,moderate,The thing we need to know here is that all options have same magnitude but we have to choose the option that has no unit because gain is unit less,,43,10^5,10^5 A,10^5 ohm,10^5V,,,,,1,,,,,,,
Application of op amp is,,easy,All are applications of op amp,,43,Night switch,"Inverting and non-inverting amplifier",Comparator,All of these,,,,,4,,,,,,,
The gain of non-inverting amplifier can be expressed as,,easy,"Formula for non inverting gain is given by
\[
\mathrm{G}=1+\left(\mathrm{R}_{2} / \mathrm{R}_{1}\right)
\]",,43,\mathrm{G}=-\mathrm{R}_{2} / \mathrm{R}_{1},G=1+\left(R_{2} / R_{1}\right),\mathrm{G}=\mathrm{R}_{2} / \mathrm{R}_{1},\mathrm{G}=1-\left(\mathrm{R}_{2} / \mathrm{R}_{1}\right),,,,,2,,,,,,,
The gain of inverting amplifier can be expressed as,,easy,"Formula for inverting gain is given by
\[
\mathrm{G}=-\left(\mathrm{R}_{2} / \mathrm{R}_{1}\right)
\]",,43,\mathrm{G}=-\mathrm{R}_{2} / \mathrm{R}_{1},G=1+\left(R_{2} / R_{1}\right),\mathrm{G}=\mathrm{R}_{2} / \mathrm{R}_{1},\mathrm{G}=1-\left(\mathrm{R}_{2} / \mathrm{R}_{1}\right),,,,,1,,,,,,,
The output of two input XNOR gate will be zero if,,difficult,"We need to remember here one thing that first of all we need to make the truth table of XNOR table from formula and then choose from optional.
So we can see here alternate input lead to zero output.",http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18e27.PNG,43,both input are zero,alternate input,both input are 1,None of these,,,,,1,,,,,,,
The output of two input XOR gate will be one if,,difficult,So we can see here alternate input lead to one output.,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q28.PNG,43,both input are zero,both input have alternate values,both input are 1,"None of these",,,,,2,,,,,,,
An OR gate consist of,,moderate,An OR gate can have multiple input but only have one output.,,43,1 input 1 output,"3 input 2 output",2 input 1 output,2 or more input and one output,,,,,4,,,,,,,
"The gain of inverting op amp, if the external resistance are R1= 50k ohm, R2 =200k ohm",,moderate,"We know that
\[
\begin{array}{l}
\text { Gain }=-\mathrm{R} 2 / \mathrm{R} 1 \\
\text { Gain }=-200 \mathrm{k} / 50 \mathrm{k}=-4
\end{array}
\]",,43,-20,20,-4,4,,,,,3,,,,,,,
An op amp will act as an inverting amplifier if the input signal is not connected to,,easy,Circuit difference between inverting and non-inverting circuit. Refer book for exact circuit diagram.,,43,Non inverting terminal,inverting output,Non inverting output,"inverting terminal",,,,,1,,,,,,,
The output of OR gate will be 0 if,,difficult,So we can see here output will be zero if the both input is zero.,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18e32.PNG,43,all input are 0,all input are 1,input of alternate values," any input is 1",,,,,1,,,,,,,
This is the truth table of,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q33.PNG,difficult,"\[
X=\bar{A} B+A \bar{B}
\]
We can see this equation is true for truth table.",,43,NAND,XOR,NOR,XNOR,,,,,2,,,,,,,
This is the truth table of,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q34.PNG,moderate,"\[
\mathrm{X}=\overline{A . B}
\]
We can see that it matches the truth table so NAND gate is the correct option.",,43,NAND,XOR,NOR,XNOR,,,,,1,,,,,,,
The output and input relation is same as that of,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q35.PNG,difficult,"the input to NOR gate is $\bar{A}$ and $\bar{B}$
so, by nor formula
$\mathrm{X}=\overline{\bar{A}+\bar{B}}$
$\mathrm{X}=\mathrm{AB}$",,43,OR,NAND,AND,NOR,,,,,3,,,,,,,
This can be simplified as,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q36.PNG,moderate,By taking not of the NAND gate give us AND,,43,AND,NAND,OR,NOR,,,,,1,,,,,,,
For which circuit the output is 1 only if both the input are different,,difficult,We can see from the truth table,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q37.PNG,43,XOR,NOR,XNOR,NAND,,,,,1,,,,,,,
The output equation can be expressed as,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q38.PNG,difficult,"Y= (AB) +A
Y=A(B +1)
Y= A",,43,A +A.B,A(1+B),A,All,,,,,4,,,,,,,
Name the gate represented in the following circuit,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q39.PNG,difficult,"\begin{array}{l}
Y=(A+B) \overline{(A+B)} \\
Y=A \bar{B}+B \bar{A}+A \bar{A}+B \bar{B} \\
B \bar{B}=A \bar{A}=0 \\
\text { So } \\
Y=A \bar{B}+B \bar{A} \\
Y=X O R \text { gate }
\end{array}",,43,OR,AND,NAND,XOR,,,,,4,,,,,,,
Which of the following is correct,,moderate,"We know that
For OR gate
A+B =X
and
1+1 =1",,43,\overline{\bar{A} \cdot \bar{B}}=\mathrm{A}+\mathrm{B},\overline{\bar{A} \cdot \bar{B}}=\mathrm{A}.\mathrm{B},AB +AB = 2AB,1 +1 =1,,,,,4,,,,,,,
The expression for the circuit is,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18q41.PNG,difficult,"Y= ((A + B) +C) +D
Y = A+ B+ C+ D",,43,ABCD,AB+CD,A=B=C=D,A=BCD,,,,,3,,,,,,,
The Boolean expression $\mathrm{X}=\overline{\overline{A+B}}$ represents,,easy,Both bar cancels out each other and we only left with A+B which is OR gate.,,43,XOR gate,XNOR gate,OR gate,"NAND gate",,,,,3,,,,,,,
"For the manipulation of the quantities which have value 1 and 0, special algebra is used known as",,easy,"Boolean algebra is the one in which we only have two states
High or low, 1 or 0",,43,simple algebra,newton algebra,Leibnitz algebra," Boolean algebra",,,,,4,,,,,,,
The gate which changes the logic level to its opposite level,,easy,Not gate is the one that alter the input,http://d15o1jx56rxevg.cloudfront.net/ecat/physics/p18_Electronics/p18e44.PNG,43,and gate,not gate,or gate,nand gate,,,,,2,,,,,,,
AND gate be represented as,,moderate,AND gate truth table represent that there should an output 1 only if both switches are closed. So it can be represented by two switches in series.,,43,2 switches in series,Both A and C,2 switches in parallel,None,,,,,1,,,,,,,
In transistor the arrow is present on,,easy,Information,,43,Emitter,Base,Collector,None,,,,,1,,,,,,,
Which of the following has the greatest energy gap?,,moderate,Insulator does not conduct any electric current so it has greatest energy gap.,,43,Insulator,Semi-conductors,Conductors,All,,,,,1,,,,,,,
The device that converts dc to ac is called,,easy,Inverter is the circuit that convert DC into AC,,43,Amplifier,Inverter,Rectifier,Converter,,,,,2,,,,,,,
"According to the special theory of relativity, all physics law are valid if",,easy," Postulate 1 for special theory of relativity ",,44,Inertial frames of reference,Non inertial frames of reference,General frame of reference,None of these,,,,,1,,,,,,,
"If the relativistic length reduce by half of its original length, what will be the value of velocity",,moderate,"We know that
\[
\left.1=1_{0} \sqrt{(} 1-v^{2} / c^{2}\right)
\]
putting $1=1 / 2$
\[
\begin{array}{l}
\left.1 / 2_{=} 1_{0} \sqrt{(} 1-\mathrm{v}^{2} / \mathrm{c}^{2}\right) \\
\mathrm{v}=(\sqrt{3} / 2) \mathrm{c}
\end{array}
\]",,44,(1 / 4) c,(3/2)c,(1/2)c,(\sqrt{3} / 2) c,,,,,4,,,,,,,
"The energy of two photon are related as $2 \mathrm{E}_{1}=\mathrm{E}_{2}$, then the ratio of their momentum $\mathrm{p}_{\mathrm{a}}: \mathrm{p}_{\mathrm{b}}$
will be",,difficult,"We know that
\[
\begin{array}{l}
\mathrm{P}=\mathrm{h} / \mathrm{\lambda} \\
\mathrm{P}=\mathrm{hf} / \mathrm{v} \\
\mathrm{E}=\mathrm{hf}
\end{array}
\]
By taking ratio we will get
\[
\mathrm{E}_{1} / \mathrm{E}_{2}=\mathrm{v}_{1} \mathrm{p}_{1} / \mathrm{p}_{2} \mathrm{v}_{2}
\]",,44,2,0,1/2,4,,,,,1,,,,,,,
Which one of the following have maximum momentum,,moderate,"We know that
$p=h/\lambda$
by maximum momentum means minimum wavelength and violet have minimum wavelength among the options",,44,blue,violet,yellow,red,,,,,2,,,,,,,
"In black body radiation, if we increase the temperature, radiations emitted of _________wavelength.",,moderate," We know that
$E = hc/\lambda$
By increasing the temperature we are actually increasing the energy and with the increase in energy the wavelength decrease or become shorter.",,44,shorter,larger,very long,none,,,,,1,,,,,,,
If the body is heated the first light in the visible region is,,moderate,As the body is heated the electrons start making transition from shell as they gain energy and first light we see is red because red has maximum energy and of minimum wavelength. The reason beside is that electron gain maximum energy hence the radiations emit is of shorter wavelength.,,44,blue,red,orange,white,,,,,2,,,,,,,
What happen to the mass of the particle if the body is moving with greater than speed of light,,moderate,Theoretically it is possible for an object to move greater than the speed of light but practically it is not possible for any object to move greater than speed of light as KE becomes infinite.,,44,increase,0,decrease,Not possible,,,,,4,,,,,,,
What happen to the length of an object if the body is moving with greater than speed of light,,moderate," it is not possible for any object to move greater than speed of light.",,44,increase,0,decrease,Not possible,,,,,4,,,,,,,
Strictly speaking Earth is an,,easy,Acceleration of Earth is not exactly zero so it a non-inertial frame.,,44,Inertial frame,non inertial frame,a=0,none,,,,,2,,,,,,,
"If body is moving is moving with half of the speed of light then relativistic mass will become",,difficult,"We know that
\[
\begin{array}{l}
\left.\mathrm{m}=\mathrm{m} / \sqrt{(} 1-\left(\mathrm{v}^{2} / \mathrm{c}^{2}\right)\right) \\
\mathrm{v}=(1 / 2) \mathrm{c} \\
\left.\mathrm{m}=\mathrm{m} / \sqrt{(} 1-\left(\mathrm{c}^{2} / 4 \mathrm{c}^{2}\right)\right) \\
\mathrm{m}=2 \mathrm{m}_{\mathrm{o}} / \sqrt{3}
\end{array}
\]",,44,\left.\sqrt{(} 3 \mathrm{m}_{0}\right) / 2,\mathrm{m}_{0} \sqrt{3} / 2,2 m_{0} / \sqrt{3},none,,,,,3,,,,,,,
" The property that is not possessed by photon of light",,easy," Rest mass is the mass of a body measured when the body is at rest, and it is relative to an observer who is moving or not. All matter, such as any object, has some rest mass.
The photon has mass zero. Hence, the rest mass of photon is also zero.",,44,Rest mass,Energy,Momentum,Frequency,,,,,1,,,,,,,
